placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
ICN8O43,Peugeot,Partner,utilitário,2010,preto,particular,flex,Chapecó,0,0
OPI2C28,Volkswagen,Voyage,passeio,2018,prata,aluguel,flex,Blumenau,0,3
RDT8C15,Honda,HR-V,SUV,2020,branco,particular,álcool,Itajaí,0,1
PLD7C79,Fiat,Uno,passeio,2018,prata,particular,flex,Palhoça,0,0
UDX5R01,Chevrolet,Onix,passeio,2008,amarelo,particular,flex,Balneário Camboriú,0,3
UKW7T90,Honda,CG 160,moto,2023,cinza,particular,flex,Chapecó,0,3
AUE5O12,Yamaha,Factor 125,moto,2020,prata,aluguel,gasolina,Lages,0,3
XXJ1K15,Renault,Duster,SUV,2018,cinza,particular,flex,Canoinhas,0,2
POP6G14,Yamaha,Fazer 250,moto,2025,branco,particular,flex,Florianópolis,0,0
YWP0B16,Toyota,Yaris,passeio,2023,branco,particular,flex,Joinville,0,2
BDX1A00,Honda,Fit,passeio,2023,branco,particular,elétrico,Chapecó,0,1
KPU0I46,Volkswagen,Gol,passeio,2013,branco,particular,flex,Laguna,0,2
PKF1J52,Fiat,Mobi,passeio,2023,cinza,particular,flex,Canoinhas,0,3
TUJ0C72,Renault,Duster,SUV,2007,preto,particular,flex,Blumenau,0,2
MGY7R96,Hyundai,HB20,passeio,2017,cinza,particular,flex,Chapecó,0,1
WRX1P31,Yamaha,XTZ 150,moto,2025,prata,particular,gasolina,Palhoça,0,2
JNX9A05,Peugeot,208,passeio,2023,preto,particular,elétrico,Blumenau,0,0
SDJ0Q59,Suzuki,Intruder 250,moto,2018,verde,aluguel,flex,Criciúma,0,1
TFE6O84,Volkswagen,Virtus,passeio,2018,branco,particular,flex,Brusque,0,3
HUH2Y32,Chevrolet,S10,caminhão,2009,vermelho,particular,diesel,Balneário Camboriú,0,3
UNB5Y93,Honda,HR-V,SUV,2021,preto,particular,gasolina,Itajaí,0,1
QCM6I94,Ford,Ka,passeio,2019,preto,particular,gasolina,Criciúma,0,1
DBM3H11,Honda,Fit,passeio,2019,branco,particular,flex,Balneário Camboriú,0,3
FEF2P26,Peugeot,Partner,utilitário,2023,preto,particular,flex,Florianópolis,0,0
SBF0Q58,Suzuki,Intruder 250,moto,2005,branco,particular,flex,Laguna,0,1
JOH8S64,Volkswagen,Virtus,passeio,2020,verde,particular,flex,São José,0,1
HKU9S50,Peugeot,308,passeio,2020,branco,particular,flex,Joinville,0,2
ODX5H05,Yamaha,Factor 125,moto,2023,azul,particular,flex,Palhoça,0,2
FCI9I66,Jeep,Renegade,SUV,2020,preto,particular,flex,Blumenau,0,3
HYU5C74,Honda,Biz,moto,2022,amarelo,aluguel,gasolina,Blumenau,0,1
AQW1K09,Chevrolet,Prisma,passeio,2025,preto,particular,flex,Laguna,0,3
NDP6R60,Yamaha,XTZ 150,moto,2025,branco,particular,gasolina,Itajaí,0,1
MJT9B24,Ford,Fusion,passeio,2008,marrom,aluguel,flex,Florianópolis,0,3
ZYE7U54,Honda,Civic,passeio,2010,cinza,particular,gasolina,Balneário Camboriú,0,3
VWI1Y89,Jeep,Renegade,SUV,2019,cinza,particular,flex,Florianópolis,0,2
RMJ9O65,Fiat,Strada,utilitário,2011,prata,particular,flex,Itajaí,0,3
AOG9D27,Peugeot,208,passeio,2025,vermelho,aluguel,flex,Chapecó,0,0
ZOT3F26,Suzuki,Yes 125,moto,2024,cinza,particular,flex,Jaraguá do Sul,0,0
MNE1V93,Honda,Fit,passeio,2021,marrom,particular,flex,Lages,0,0
DDV0O67,Ford,Ranger,caminhão,2024,azul,particular,diesel,Concórdia,0,1
DBD2Y99,Volkswagen,Voyage,passeio,2013,preto,particular,diesel,Blumenau,0,3
VUL1Z78,Chevrolet,Prisma,passeio,2019,cinza,particular,gasolina,Criciúma,0,2
GBE9P51,Yamaha,Factor 125,moto,2021,amarelo,aluguel,flex,Blumenau,0,1
BEM5Q62,Ford,EcoSport,SUV,2014,cinza,particular,álcool,Brusque,0,1
SAT0G97,Hyundai,HB20,passeio,2013,amarelo,aluguel,diesel,Chapecó,0,2
HTW5E11,Suzuki,Intruder 250,moto,2022,prata,aluguel,flex,Itajaí,0,1
JQO1L77,Fiat,Toro,utilitário,2021,amarelo,particular,flex,Araranguá,0,0
GYC4Z93,Peugeot,Partner,utilitário,2025,cinza,particular,flex,Caçador,0,1
GUY8K90,Toyota,SW4,SUV,2021,cinza,aluguel,flex,Blumenau,0,2
WBJ9R52,Ford,Ranger,caminhão,2024,cinza,particular,diesel,Caçador,0,0
FSH4W88,Suzuki,Intruder 250,moto,2012,preto,particular,gasolina,Joinville,0,3
UFV0J92,Chevrolet,Onix,passeio,2020,branco,particular,gasolina,Xanxerê,0,3
LJW7S18,Chevrolet,Spin,SUV,2025,cinza,particular,flex,Blumenau,0,2
RVZ2K61,Yamaha,Factor 125,moto,2017,cinza,particular,flex,Canoinhas,0,1
QOT7G03,Peugeot,Partner,utilitário,2018,branco,particular,flex,Itajaí,0,1
TNA1D20,Peugeot,Partner,utilitário,2011,cinza,particular,flex,Lages,0,0
OFU5O86,Jeep,Commander,SUV,2005,preto,particular,flex,Itajaí,0,1
KAW4Q82,Chevrolet,Spin,SUV,2025,verde,particular,gasolina,Lages,0,1
LNC8J73,Hyundai,Azera,passeio,2019,prata,particular,flex,São José,0,0
BGU5N60,Honda,Civic,passeio,2023,prata,particular,flex,Criciúma,0,0
OCP4W35,Honda,City,passeio,2018,preto,aluguel,flex,Chapecó,0,2
TYQ7C30,Toyota,Yaris,passeio,2019,verde,particular,diesel,Tubarão,0,1
KKU0U01,Yamaha,Factor 125,moto,2009,branco,particular,gasolina,Joinville,0,0
DTW4C94,Honda,Biz,moto,2006,prata,particular,gasolina,Blumenau,0,3
TER1R96,Volkswagen,Polo,passeio,2009,prata,particular,gasolina,Brusque,0,3
UUP5Y19,Jeep,Commander,SUV,2022,azul,particular,flex,Itajaí,0,1
XWL6E25,Renault,Kwid,passeio,2022,branco,particular,diesel,Araranguá,0,0
WMW1S09,Peugeot,308,passeio,2019,laranja,particular,flex,Itajaí,0,2
HRB3P85,Volkswagen,Virtus,passeio,2017,preto,aluguel,flex,Chapecó,0,2
HQT1B85,Fiat,Uno,passeio,2023,preto,particular,álcool,Canoinhas,0,0
LUK0E72,Peugeot,308,passeio,2023,laranja,aluguel,flex,Blumenau,0,2
ILQ4B27,Hyundai,Tucson,SUV,2022,branco,particular,gasolina,Joinville,0,1
ZKT5O94,Fiat,Uno,passeio,2017,cinza,particular,flex,Caçador,0,1
VGE2H43,Hyundai,Creta,SUV,2021,verde,particular,gasolina,São José,0,0
GBE2J39,Peugeot,208,passeio,2008,branco,aluguel,flex,Florianópolis,0,1
HDD3Q47,Fiat,Argo,passeio,2022,cinza,particular,gasolina,Itajaí,0,0
DQF8N91,Honda,City,passeio,2024,cinza,particular,flex,Florianópolis,0,1
UTI7Z16,Hyundai,Azera,passeio,2021,prata,particular,gasolina,Chapecó,0,1
FBL6X02,Hyundai,Creta,SUV,2024,cinza,particular,flex,Lages,0,3
EPV1L33,Peugeot,308,passeio,2021,preto,particular,flex,Balneário Camboriú,0,1
TGG2D92,Peugeot,Partner,utilitário,2010,cinza,particular,diesel,Tubarão,0,1
TDW8R84,Ford,Fusion,passeio,2020,azul,particular,gasolina,Chapecó,0,0
WRU6Q74,Jeep,Compass,SUV,2011,branco,particular,flex,Palhoça,0,0
FCC6R15,Chevrolet,Prisma,passeio,2025,cinza,particular,flex,Caçador,1,18
MMI8B83,Yamaha,Fazer 250,moto,2023,cinza,aluguel,gasolina,Laguna,0,1
EBF8O68,Hyundai,Creta,SUV,2018,branco,particular,flex,Balneário Camboriú,0,0
XTV7G90,Fiat,Uno,passeio,2009,azul,aluguel,flex,Blumenau,0,2
ZED0S80,Honda,Civic,passeio,2019,prata,particular,flex,São José,0,2
BIE6X95,Peugeot,308,passeio,2022,preto,particular,flex,Balneário Camboriú,0,2
TLC1N25,Honda,City,passeio,2025,prata,particular,flex,Itajaí,0,0
BYM3C69,Renault,Kwid,passeio,2025,laranja,particular,flex,Blumenau,0,3
RTN4E48,Peugeot,Partner,utilitário,2020,prata,aluguel,flex,Criciúma,0,2
MBK2S10,Suzuki,Intruder 250,moto,2018,cinza,particular,gasolina,São José,0,0
TCA0Q56,Ford,Fusion,passeio,2006,marrom,particular,flex,Itajaí,0,0
OLA5H35,Suzuki,Yes 125,moto,2021,prata,particular,gasolina,Lages,0,2
IZP5T19,Ford,Ranger,caminhão,2007,branco,particular,diesel,Balneário Camboriú,0,1
KYN3W19,Renault,Duster,SUV,2005,branco,particular,flex,Chapecó,0,0
KPE0P72,Yamaha,Fazer 250,moto,2024,prata,particular,gasolina,Concórdia,0,0
DCN7C62,Ford,Fusion,passeio,2019,marrom,particular,flex,Caçador,0,1
XLB7Z67,Toyota,Etios,passeio,2014,branco,particular,flex,Palhoça,0,2
BEL6W03,Toyota,SW4,SUV,2006,preto,particular,flex,Blumenau,0,3
VVQ2I77,Peugeot,Partner,utilitário,2020,prata,particular,diesel,Jaraguá do Sul,0,3
SCZ6F02,Toyota,Corolla,passeio,2020,branco,particular,flex,Blumenau,0,3
AWH0D47,Hyundai,Creta,SUV,2020,cinza,particular,flex,Joinville,0,2
FXX3L65,Toyota,Hilux,utilitário,2006,prata,particular,flex,Lages,0,1
REQ0Q10,Peugeot,208,passeio,2021,prata,particular,flex,Balneário Camboriú,0,1
JAA0O69,Volkswagen,Virtus,passeio,2022,preto,particular,flex,Joinville,0,3
IZS6M76,Hyundai,Tucson,SUV,2017,branco,particular,flex,Criciúma,0,0
DMQ9P46,Yamaha,XTZ 150,moto,2008,cinza,particular,gasolina,Concórdia,0,2
YZT6C05,Honda,Biz,moto,2021,preto,particular,flex,Balneário Camboriú,0,0
BCE6X26,Yamaha,Fazer 250,moto,2018,branco,particular,flex,Xanxerê,0,3
RGB1J33,Renault,Kwid,passeio,2022,marrom,particular,gasolina,Criciúma,0,3
CPC3I83,Ford,Fiesta,passeio,2018,branco,particular,flex,Criciúma,0,3
JUT0S03,Peugeot,208,passeio,2015,branco,particular,gasolina,Jaraguá do Sul,0,2
FBE6L11,Volkswagen,Virtus,passeio,2025,prata,particular,diesel,Caçador,0,2
HNB0T26,Suzuki,Yes 125,moto,2023,preto,particular,flex,Criciúma,0,0
BWV6Q41,Toyota,Etios,passeio,2023,branco,particular,flex,Caçador,0,1
WMW3T95,Hyundai,Tucson,SUV,2018,vermelho,particular,flex,São José,0,0
VDD1X31,Volkswagen,T-Cross,SUV,2021,preto,particular,flex,Itajaí,0,0
NIQ3J39,Toyota,Etios,passeio,2022,cinza,particular,flex,Itajaí,0,1
GJI8U94,Jeep,Renegade,SUV,2021,cinza,particular,gasolina,Blumenau,0,0
KRQ1N81,Chevrolet,Prisma,passeio,2025,cinza,particular,diesel,São José,0,3
FBN5V06,Fiat,Mobi,passeio,2008,marrom,particular,gasolina,Blumenau,0,3
LDV8X36,Jeep,Renegade,SUV,2023,vermelho,particular,flex,Florianópolis,0,2
CLW7Z98,Peugeot,2008,SUV,2019,prata,oficial,flex,Lages,0,1
LPD3C05,Toyota,Yaris,passeio,2015,branco,particular,flex,Joinville,0,3
GCT8A22,Yamaha,Fazer 250,moto,2022,cinza,particular,flex,Blumenau,0,3
WQH9J02,Honda,Biz,moto,2005,branco,particular,gasolina,Balneário Camboriú,0,3
IJK7B66,Hyundai,Creta,SUV,2019,prata,particular,gasolina,Chapecó,0,0
KYW3Z77,Yamaha,Factor 125,moto,2011,cinza,aluguel,flex,Brusque,0,1
DJY5F18,Suzuki,Yes 125,moto,2020,cinza,particular,gasolina,Brusque,0,1
XDQ5A88,Yamaha,Factor 125,moto,2025,prata,particular,gasolina,Itajaí,0,0
EDJ5X19,Fiat,Toro,utilitário,2024,cinza,particular,flex,Joinville,0,1
MKG6X87,Suzuki,Intruder 250,moto,2020,preto,particular,flex,Itajaí,0,0
UPD1E31,Chevrolet,Prisma,passeio,2022,prata,particular,gasolina,Balneário Camboriú,0,0
GNP7Q23,Jeep,Commander,SUV,2021,prata,particular,gasolina,Criciúma,0,2
KUB8A18,Peugeot,Partner,utilitário,2019,cinza,particular,flex,Joinville,0,0
XZN3J51,Peugeot,308,passeio,2020,prata,particular,gasolina,Lages,0,2
JUI9E18,Renault,Logan,passeio,2021,cinza,particular,flex,Itajaí,0,3
XSN6B69,Peugeot,2008,SUV,2007,vermelho,aluguel,diesel,Palhoça,0,0
UWB7V15,Ford,EcoSport,SUV,2023,branco,particular,flex,Chapecó,0,0
OYL0M51,Jeep,Renegade,SUV,2011,cinza,particular,flex,Balneário Camboriú,0,2
WDW3X41,Honda,Civic,passeio,2014,verde,particular,flex,Florianópolis,0,2
RWQ4Z25,Chevrolet,Tracker,SUV,2025,preto,particular,flex,Concórdia,0,3
GVK8S20,Fiat,Mobi,passeio,2023,preto,particular,flex,Florianópolis,0,0
BTW7T89,Ford,Ka,passeio,2019,vermelho,particular,diesel,Balneário Camboriú,0,2
VPH1Y26,Yamaha,XTZ 150,moto,2021,prata,particular,flex,Canoinhas,0,0
VRP9J19,Toyota,Yaris,passeio,2005,preto,aluguel,flex,Lages,0,0
RHO9U65,Honda,Fit,passeio,2022,cinza,oficial,diesel,Brusque,0,2
FBN1V44,Renault,Sandero,passeio,2019,preto,particular,flex,Palhoça,0,1
NOB3I39,Ford,Fusion,passeio,2008,preto,particular,flex,São José,0,3
VIN3L77,Volkswagen,Gol,passeio,2018,prata,aluguel,flex,Joinville,0,0
MGW7S68,Chevrolet,S10,caminhão,2005,preto,particular,diesel,Rio do Sul,0,0
DMW6X85,Ford,Ka,passeio,2009,branco,particular,gasolina,Lages,0,1
WTZ5E79,Ford,Fiesta,passeio,2025,prata,particular,diesel,Balneário Camboriú,0,3
DWV3T55,Yamaha,XTZ 150,moto,2023,verde,aluguel,flex,Criciúma,0,2
BMF2Q37,Ford,Ka,passeio,2022,preto,particular,gasolina,Balneário Camboriú,0,0
ACO3J73,Jeep,Commander,SUV,2011,cinza,particular,flex,Itajaí,0,3
QZG1F30,Jeep,Commander,SUV,2013,prata,aluguel,flex,Balneário Camboriú,0,1
NTU2W89,Toyota,Hilux,utilitário,2012,cinza,particular,flex,Chapecó,0,0
XEZ8L51,Toyota,Etios,passeio,2019,cinza,aluguel,flex,Balneário Camboriú,0,2
SWE7W96,Toyota,Etios,passeio,2025,cinza,particular,gasolina,Chapecó,0,3
VZS6X85,Yamaha,Factor 125,moto,2019,cinza,particular,gasolina,Criciúma,0,1
TCR3P08,Chevrolet,Onix,passeio,2017,amarelo,particular,flex,Florianópolis,0,1
YIY5X93,Jeep,Commander,SUV,2012,preto,particular,flex,Tubarão,0,1
SOR3H54,Volkswagen,Virtus,passeio,2018,preto,aluguel,flex,Concórdia,0,3
ZIB4B78,Chevrolet,S10,caminhão,2019,preto,particular,flex,Florianópolis,0,3
VRL4I68,Chevrolet,Spin,SUV,2018,preto,particular,flex,Balneário Camboriú,0,1
MLK2S35,Renault,Kwid,passeio,2013,preto,aluguel,flex,Xanxerê,0,1
SPO5L92,Jeep,Compass,SUV,2006,prata,particular,flex,Palhoça,0,0
CHL8U94,Peugeot,208,passeio,2017,cinza,particular,flex,Itajaí,0,2
AGW9A25,Peugeot,2008,SUV,2023,branco,particular,diesel,Canoinhas,0,2
FQY3A78,Jeep,Compass,SUV,2017,cinza,particular,flex,São José,0,2
QQL4X07,Jeep,Renegade,SUV,2019,prata,particular,flex,Chapecó,0,1
ICB9C45,Fiat,Mobi,passeio,2015,branco,particular,flex,Palhoça,0,1
YMR0Z70,Ford,Fiesta,passeio,2010,prata,particular,flex,Blumenau,0,2
VPI5F33,Renault,Sandero,passeio,2020,verde,particular,flex,Chapecó,0,3
MPF3A88,Yamaha,Fazer 250,moto,2025,prata,particular,gasolina,Palhoça,0,2
TJW5U63,Toyota,Etios,passeio,2020,preto,particular,flex,São José,0,1
EBF2X10,Peugeot,2008,SUV,2018,cinza,particular,flex,Blumenau,0,2
CJH5P80,Peugeot,208,passeio,2023,preto,particular,flex,Blumenau,0,2
QDU7J53,Renault,Kwid,passeio,2025,prata,particular,flex,Florianópolis,0,1
QHX2A20,Volkswagen,Virtus,passeio,2022,marrom,particular,flex,Concórdia,0,1
OXV9J62,Toyota,Corolla,passeio,2009,laranja,aluguel,flex,Tubarão,0,3
RDK3F96,Honda,HR-V,SUV,2017,preto,particular,álcool,Caçador,0,3
GYW0I23,Fiat,Strada,utilitário,2021,prata,particular,flex,Chapecó,0,0
HMH9B97,Honda,Fit,passeio,2020,prata,particular,flex,Blumenau,0,1
PNQ3X98,Fiat,Mobi,passeio,2017,cinza,particular,flex,São José,0,1
BTP2M75,Suzuki,Yes 125,moto,2008,prata,particular,gasolina,Palhoça,0,1
DUK0L53,Volkswagen,Gol,passeio,2017,cinza,particular,flex,Florianópolis,0,0
QNH3A51,Hyundai,Azera,passeio,2023,preto,particular,flex,Itajaí,0,1
BMP0I81,Fiat,Toro,utilitário,2008,prata,particular,flex,Lages,0,1
XJK8B47,Volkswagen,T-Cross,SUV,2021,preto,particular,flex,Criciúma,0,3
ALV4V52,Fiat,Argo,passeio,2017,preto,particular,gasolina,Balneário Camboriú,0,0
FJN8G80,Volkswagen,T-Cross,SUV,2022,azul,particular,flex,Itajaí,0,1
VIZ6P53,Honda,Fit,passeio,2025,prata,aluguel,flex,Caçador,0,0
CGA0T06,Toyota,SW4,SUV,2018,branco,particular,flex,Balneário Camboriú,0,0
DLW9Y26,Renault,Sandero,passeio,2020,verde,particular,flex,Itajaí,0,2
XBK9O14,Renault,Kwid,passeio,2018,verde,particular,flex,Florianópolis,0,0
YYC9T51,Renault,Duster,SUV,2016,laranja,aluguel,flex,Chapecó,0,1
EID6X76,Peugeot,2008,SUV,2021,branco,particular,flex,Chapecó,0,3
LFL3Y08,Jeep,Commander,SUV,2023,branco,particular,gasolina,Joinville,0,1
FID3S54,Yamaha,Fazer 250,moto,2022,preto,particular,gasolina,Joinville,0,1
YXI1A05,Toyota,Corolla,passeio,2018,amarelo,particular,diesel,Blumenau,0,0
TLY3C61,Peugeot,308,passeio,2012,prata,particular,álcool,Itajaí,0,3
MBI1O05,Yamaha,Factor 125,moto,2023,preto,particular,flex,Balneário Camboriú,0,3
WZH1E14,Jeep,Renegade,SUV,2019,branco,particular,flex,Chapecó,0,0
ERO3A21,Peugeot,2008,SUV,2010,branco,particular,flex,Florianópolis,0,3
WRP9E80,Volkswagen,T-Cross,SUV,2024,prata,particular,flex,Tubarão,0,1
EJZ5K63,Jeep,Commander,SUV,2012,prata,aluguel,flex,Joinville,0,1
AUL6Z01,Toyota,Hilux,utilitário,2020,cinza,oficial,flex,Canoinhas,0,2
HRE8D10,Fiat,Mobi,passeio,2013,cinza,particular,flex,Joinville,0,1
UCL2Z30,Peugeot,Partner,utilitário,2020,branco,particular,flex,Itajaí,0,1
INR1M88,Honda,Biz,moto,2025,prata,particular,flex,Chapecó,0,1
ZBZ1R96,Volkswagen,Polo,passeio,2023,prata,particular,diesel,Xanxerê,0,3
AUV0J10,Chevrolet,Spin,SUV,2024,prata,particular,flex,Palhoça,0,3
SDT7B28,Volkswagen,Gol,passeio,2007,preto,particular,flex,Palhoça,0,3
NAB8K15,Chevrolet,S10,caminhão,2019,verde,aluguel,diesel,São José,0,3
WKC1M53,Honda,Fit,passeio,2007,branco,particular,álcool,Tubarão,0,2
HMM2K82,Suzuki,Intruder 250,moto,2021,azul,particular,gasolina,Rio do Sul,0,1
KPY1T15,Jeep,Compass,SUV,2016,laranja,particular,flex,Blumenau,0,0
VIP5Q70,Ford,Ka,passeio,2021,cinza,particular,flex,Itajaí,0,3
RJG6S99,Chevrolet,Prisma,passeio,2023,cinza,particular,diesel,Jaraguá do Sul,0,3
FMI0I60,Yamaha,XTZ 150,moto,2021,cinza,particular,gasolina,Itajaí,0,1
DTF5D97,Honda,Civic,passeio,2022,branco,aluguel,flex,Chapecó,0,1
BHN0H95,Yamaha,XTZ 150,moto,2012,branco,particular,gasolina,Palhoça,0,0
LLE8Z56,Suzuki,Yes 125,moto,2020,prata,particular,gasolina,Palhoça,0,0
QKP2U07,Hyundai,Azera,passeio,2015,cinza,particular,flex,Florianópolis,0,1
HWU7M54,Honda,Civic,passeio,2017,prata,particular,gasolina,Joinville,0,3
VFD7G43,Hyundai,Tucson,SUV,2019,prata,particular,diesel,Lages,0,1
TTB9R06,Chevrolet,Prisma,passeio,2007,cinza,particular,álcool,Itajaí,1,5
IYV6E13,Renault,Duster,SUV,2018,branco,particular,flex,Araranguá,0,3
IWK7L18,Volkswagen,Gol,passeio,2018,cinza,particular,flex,Blumenau,0,3
WBZ8Z28,Suzuki,Yes 125,moto,2020,preto,particular,gasolina,Itajaí,0,3
WEJ3E40,Peugeot,2008,SUV,2007,cinza,particular,flex,Blumenau,0,1
BEX7E40,Honda,City,passeio,2025,verde,particular,flex,São José,0,2
MMC0V59,Honda,Biz,moto,2015,preto,particular,flex,Xanxerê,0,3
GMU1J96,Yamaha,XTZ 150,moto,2017,preto,particular,gasolina,Criciúma,0,2
OYR6G98,Jeep,Compass,SUV,2013,branco,particular,diesel,Itajaí,0,0
ZQU4P69,Fiat,Argo,passeio,2024,branco,particular,flex,Balneário Camboriú,0,2
FKC1Y97,Chevrolet,S10,caminhão,2023,amarelo,particular,diesel,Florianópolis,0,1
HLI5J33,Fiat,Toro,utilitário,2009,prata,particular,flex,Florianópolis,0,0
TJU6P77,Yamaha,Fazer 250,moto,2024,laranja,particular,gasolina,Chapecó,0,2
PUE2N68,Renault,Sandero,passeio,2009,prata,particular,flex,Araranguá,0,3
KRO8T64,Toyota,Hilux,utilitário,2021,prata,particular,flex,São José,0,0
NSY1D71,Volkswagen,Virtus,passeio,2013,cinza,particular,flex,Florianópolis,0,0
LLE1N72,Ford,Fusion,passeio,2025,prata,particular,flex,Criciúma,0,2
DOA5Z55,Honda,HR-V,SUV,2018,cinza,particular,flex,Joinville,0,0
BON2G48,Toyota,Corolla,passeio,2023,azul,particular,flex,São José,0,2
ZDY2U01,Peugeot,2008,SUV,2018,amarelo,aluguel,álcool,Brusque,0,2
IYA9X15,Chevrolet,S10,caminhão,2019,marrom,particular,diesel,São José,0,1
BPI0E89,Renault,Logan,passeio,2010,cinza,particular,flex,Chapecó,0,1
XKI4Q81,Ford,Fusion,passeio,2022,laranja,particular,flex,Lages,0,3
WWK9Z18,Suzuki,Intruder 250,moto,2022,cinza,particular,gasolina,Palhoça,0,0
EEC5F51,Fiat,Toro,utilitário,2011,branco,particular,flex,Florianópolis,0,0
CUI5L06,Jeep,Renegade,SUV,2020,preto,particular,flex,Lages,0,2
GRH3J21,Yamaha,Fazer 250,moto,2018,branco,particular,flex,Itajaí,0,3
DQN4C00,Suzuki,Yes 125,moto,2016,prata,aluguel,flex,Balneário Camboriú,0,1
WLM9P19,Peugeot,2008,SUV,2018,prata,particular,gasolina,Blumenau,0,2
BNE2N39,Honda,Biz,moto,2009,preto,particular,gasolina,Florianópolis,0,3
DJA8I57,Yamaha,Factor 125,moto,2018,prata,particular,flex,Tubarão,0,2
VNK7E03,Honda,HR-V,SUV,2022,preto,particular,flex,Chapecó,0,0
LJY4G69,Peugeot,208,passeio,2025,prata,particular,flex,Chapecó,0,3
ATD7L34,Hyundai,HB20,passeio,2009,prata,particular,flex,Criciúma,0,2
MRN6D29,Hyundai,Azera,passeio,2025,prata,particular,flex,Laguna,0,0
GVG2Z16,Suzuki,Yes 125,moto,2015,laranja,particular,gasolina,Joinville,0,2
TLX9P36,Hyundai,Creta,SUV,2018,branco,particular,flex,Itajaí,0,0
HNG1P76,Volkswagen,T-Cross,SUV,2011,prata,particular,diesel,Itajaí,0,0
EFN7E11,Jeep,Renegade,SUV,2025,branco,particular,flex,São José,0,1
RQI1P20,Peugeot,Partner,utilitário,2020,cinza,aluguel,diesel,Joinville,0,3
EXA5C67,Fiat,Argo,passeio,2015,azul,particular,flex,Brusque,0,1
TUR7E80,Jeep,Compass,SUV,2021,preto,particular,álcool,Blumenau,0,0
YAB2W67,Toyota,Yaris,passeio,2022,prata,particular,flex,Palhoça,0,2
LVH8N09,Volkswagen,T-Cross,SUV,2023,cinza,particular,flex,Chapecó,0,3
SFD3V89,Hyundai,HB20,passeio,2018,marrom,particular,flex,Blumenau,0,2
KGL1D77,Fiat,Argo,passeio,2019,cinza,particular,flex,Tubarão,0,3
OMG4L61,Toyota,Etios,passeio,2021,cinza,particular,diesel,Florianópolis,0,0
JAX8I39,Suzuki,Intruder 250,moto,2021,branco,aluguel,gasolina,Itajaí,0,2
ARX5N43,Volkswagen,T-Cross,SUV,2019,prata,particular,flex,Blumenau,0,3
UJE0O16,Ford,EcoSport,SUV,2022,verde,particular,flex,Laguna,0,0
HDH5X75,Fiat,Uno,passeio,2022,prata,aluguel,diesel,Joinville,0,2
BYB7R22,Fiat,Mobi,passeio,2008,cinza,particular,flex,Laguna,0,2
HOQ0S22,Hyundai,Tucson,SUV,2005,prata,particular,flex,Florianópolis,0,3
ZKA3E19,Hyundai,Creta,SUV,2025,branco,particular,álcool,Caçador,0,0
JJB2M24,Yamaha,Fazer 250,moto,2019,amarelo,particular,flex,Florianópolis,0,1
UOG1T66,Suzuki,Yes 125,moto,2020,cinza,particular,gasolina,Chapecó,0,0
XIZ9O54,Renault,Kwid,passeio,2025,verde,particular,flex,Jaraguá do Sul,0,2
IEJ4G52,Yamaha,XTZ 150,moto,2019,cinza,particular,gasolina,Chapecó,0,2
PZO9L79,Honda,Biz,moto,2020,prata,particular,flex,Chapecó,0,0
OKJ8R82,Peugeot,208,passeio,2021,preto,particular,flex,Chapecó,0,3
KBU1I39,Ford,EcoSport,SUV,2025,cinza,particular,flex,Araranguá,0,3
LPB4V92,Toyota,Etios,passeio,2019,branco,aluguel,flex,Blumenau,0,1
GKR5U01,Volkswagen,T-Cross,SUV,2023,preto,particular,flex,Itajaí,0,0
DHE8C23,Jeep,Renegade,SUV,2021,amarelo,particular,flex,São José,0,0
SBR7C08,Ford,Fiesta,passeio,2023,branco,particular,gasolina,Itajaí,0,3
XTA7Q81,Volkswagen,Gol,passeio,2025,prata,particular,flex,Palhoça,0,2
PPD1K89,Toyota,Etios,passeio,2024,cinza,particular,flex,Rio do Sul,0,2
JMX0D42,Jeep,Compass,SUV,2007,marrom,particular,flex,Lages,0,0
CML6Q82,Hyundai,Azera,passeio,2025,branco,particular,flex,Lages,0,2
JGR4K98,Jeep,Renegade,SUV,2020,prata,aluguel,flex,Blumenau,0,3
ARC1W14,Honda,City,passeio,2025,preto,particular,flex,Lages,0,2
NBA8V72,Toyota,SW4,SUV,2017,laranja,particular,gasolina,Joinville,0,3
NPG2P80,Renault,Kwid,passeio,2021,prata,particular,flex,Joinville,0,3
QLS0L95,Jeep,Commander,SUV,2012,branco,particular,flex,Canoinhas,0,1
FBI7K68,Peugeot,308,passeio,2024,vermelho,particular,diesel,São José,0,3
AJP7K99,Hyundai,Creta,SUV,2009,prata,particular,flex,Blumenau,0,2
TET0S49,Suzuki,Yes 125,moto,2024,branco,particular,flex,Florianópolis,0,0
CFF5O89,Hyundai,Tucson,SUV,2024,prata,particular,flex,Blumenau,0,1
RYO7B33,Volkswagen,Polo,passeio,2018,prata,particular,flex,Balneário Camboriú,0,3
PKX4K33,Hyundai,Azera,passeio,2023,laranja,particular,flex,Criciúma,0,3
UOW1A72,Yamaha,XTZ 150,moto,2023,prata,particular,flex,Criciúma,0,0
SLZ7G01,Renault,Duster,SUV,2024,cinza,particular,diesel,Chapecó,0,0
OJA9L27,Toyota,Corolla,passeio,2010,preto,particular,diesel,Florianópolis,0,2
