placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
YEZ0Q34,Hyundai,HB20,passeio,2019,cinza,particular,flex,Blumenau,0,1
EQW7R88,Yamaha,XTZ 150,moto,2011,cinza,aluguel,flex,Laguna,0,3
LRG9N45,Fiat,Mobi,passeio,2020,preto,particular,flex,Brusque,0,0
CLE0Q58,Volkswagen,Voyage,passeio,2022,laranja,aluguel,flex,Itajaí,0,1
FQM3C62,Jeep,Compass,SUV,2013,amarelo,particular,flex,Florianópolis,0,3
DHM6W36,Toyota,Corolla,passeio,2022,preto,particular,flex,Chapecó,0,3
FPC0C03,Chevrolet,Onix,passeio,2019,marrom,particular,diesel,Blumenau,0,1
QSM4A08,Honda,HR-V,SUV,2025,branco,aluguel,flex,Balneário Camboriú,0,3
VBE3X81,Ford,Ranger,caminhão,2018,cinza,particular,diesel,Itajaí,0,0
KVP2H53,Volkswagen,T-Cross,SUV,2012,preto,particular,diesel,Lages,1,13
MVF0C12,Fiat,Strada,utilitário,2021,branco,particular,flex,Jaraguá do Sul,0,1
KPS6E65,Hyundai,HB20,passeio,2019,prata,particular,flex,Chapecó,0,0
ETS7E91,Suzuki,Intruder 250,moto,2025,cinza,particular,gasolina,Balneário Camboriú,0,1
GOM8W10,Renault,Duster,SUV,2017,cinza,particular,flex,Blumenau,1,18
FJC6V81,Volkswagen,Virtus,passeio,2022,laranja,particular,flex,Florianópolis,0,1
CXB9A66,Peugeot,308,passeio,2017,laranja,particular,flex,Chapecó,0,0
BKC3V31,Suzuki,Yes 125,moto,2009,preto,particular,flex,São José,0,3
WCG8Q64,Suzuki,Yes 125,moto,2021,cinza,particular,gasolina,Canoinhas,0,3
FGS0E17,Fiat,Strada,utilitário,2023,cinza,particular,flex,Rio do Sul,0,2
WSI3J04,Fiat,Mobi,passeio,2019,prata,aluguel,diesel,Chapecó,0,2
KSE7T17,Ford,Ranger,caminhão,2023,preto,particular,flex,Florianópolis,1,3
QON8A27,Chevrolet,Onix,passeio,2023,branco,particular,flex,Chapecó,0,3
ZOI9U76,Jeep,Compass,SUV,2018,prata,particular,flex,Florianópolis,0,2
HPR9A31,Peugeot,Partner,utilitário,2022,cinza,particular,elétrico,São José,0,2
EWB4D78,Volkswagen,T-Cross,SUV,2005,prata,particular,flex,Florianópolis,0,1
WIC4B20,Toyota,Yaris,passeio,2022,vermelho,particular,flex,Blumenau,0,0
AOA9H33,Hyundai,HB20,passeio,2010,prata,particular,flex,Rio do Sul,0,2
KGC6X24,Chevrolet,S10,caminhão,2019,verde,particular,diesel,Balneário Camboriú,0,0
GGM9H74,Peugeot,2008,SUV,2019,marrom,aluguel,flex,Joinville,0,1
ZJE6W68,Volkswagen,Voyage,passeio,2025,preto,particular,flex,Palhoça,0,0
AJC5H06,Fiat,Toro,utilitário,2024,azul,particular,gasolina,Caçador,0,2
ZSE6P28,Jeep,Commander,SUV,2017,prata,particular,flex,Brusque,0,1
FCQ4S42,Toyota,SW4,SUV,2022,amarelo,particular,flex,Palhoça,0,1
MKZ3M18,Ford,Fusion,passeio,2020,branco,particular,gasolina,Florianópolis,0,1
LTV7H96,Suzuki,Intruder 250,moto,2019,prata,particular,gasolina,São José,0,2
JEG8B22,Hyundai,HB20,passeio,2024,cinza,particular,flex,Blumenau,0,2
HXC3T02,Jeep,Compass,SUV,2021,branco,particular,flex,Chapecó,0,3
YTA7Z62,Toyota,Etios,passeio,2024,prata,particular,flex,Lages,0,1
PQN1C56,Fiat,Mobi,passeio,2006,laranja,particular,álcool,Joinville,0,3
JOL2F84,Suzuki,Yes 125,moto,2025,cinza,particular,flex,Caçador,1,1
SAK4C13,Fiat,Mobi,passeio,2022,branco,particular,flex,São José,0,2
NWF2M50,Volkswagen,Polo,passeio,2011,cinza,particular,gasolina,Blumenau,0,2
WCY1Q26,Toyota,Corolla,passeio,2023,preto,particular,flex,Itajaí,0,3
BBN6B44,Yamaha,XTZ 150,moto,2022,preto,particular,gasolina,Lages,0,2
PIR1E47,Renault,Duster,SUV,2025,prata,particular,flex,Caçador,0,0
GXV1H11,Yamaha,Factor 125,moto,2019,preto,particular,flex,Chapecó,0,1
PFD9C72,Toyota,Yaris,passeio,2023,prata,particular,gasolina,Chapecó,0,2
LSQ8E50,Ford,Ranger,caminhão,2010,preto,particular,diesel,Chapecó,1,12
ZUX1W51,Ford,EcoSport,SUV,2023,marrom,particular,flex,Chapecó,0,2
OVJ0Q16,Hyundai,HB20,passeio,2007,cinza,particular,flex,Florianópolis,0,2
FCG3Z47,Fiat,Uno,passeio,2012,cinza,particular,flex,Florianópolis,1,1
CYY1W30,Honda,Biz,moto,2024,branco,particular,flex,Criciúma,0,3
QOT8V88,Toyota,SW4,SUV,2017,prata,particular,flex,São José,0,3
URJ0A61,Jeep,Renegade,SUV,2025,cinza,particular,flex,Florianópolis,0,1
NPE2K89,Suzuki,Yes 125,moto,2015,amarelo,particular,flex,Chapecó,0,1
KNF8U82,Chevrolet,S10,caminhão,2014,branco,particular,diesel,Concórdia,0,3
RJA7R60,Honda,Fit,passeio,2011,preto,particular,diesel,Florianópolis,0,0
ZPT7T42,Jeep,Compass,SUV,2019,prata,particular,gasolina,Xanxerê,0,1
QAG6I35,Peugeot,2008,SUV,2015,preto,particular,flex,Brusque,0,1
KTE4K16,Chevrolet,S10,caminhão,2019,prata,particular,diesel,Balneário Camboriú,0,3
YSK9M58,Renault,Sandero,passeio,2023,prata,aluguel,flex,Balneário Camboriú,1,17
NEC2H29,Hyundai,Creta,SUV,2021,prata,particular,gasolina,Criciúma,0,2
VCU0M28,Volkswagen,Gol,passeio,2021,cinza,particular,flex,São José,0,2
PSH8J81,Hyundai,Azera,passeio,2020,cinza,particular,flex,Blumenau,1,1
SPZ0Z55,Yamaha,Factor 125,moto,2016,preto,particular,gasolina,Tubarão,0,2
CTC4K63,Peugeot,308,passeio,2006,preto,particular,flex,Joinville,0,0
NFZ9P94,Peugeot,Partner,utilitário,2020,preto,particular,flex,Canoinhas,0,1
RRQ5L77,Toyota,Corolla,passeio,2019,cinza,particular,flex,Criciúma,0,0
RKR4P44,Peugeot,Partner,utilitário,2010,prata,particular,flex,Palhoça,0,3
LYU4K71,Volkswagen,T-Cross,SUV,2025,prata,particular,flex,Florianópolis,0,2
KKT2N24,Suzuki,Intruder 250,moto,2019,branco,particular,gasolina,Brusque,0,1
RJI8P94,Yamaha,Factor 125,moto,2020,prata,particular,gasolina,Florianópolis,0,3
MQS7A67,Renault,Logan,passeio,2022,vermelho,particular,flex,São José,0,1
GEA4L90,Yamaha,Factor 125,moto,2019,laranja,particular,flex,Joinville,0,1
FQC3G83,Jeep,Commander,SUV,2012,cinza,particular,flex,Criciúma,1,10
OFS0H14,Renault,Duster,SUV,2025,prata,aluguel,flex,Xanxerê,0,0
GSO6X03,Honda,Fit,passeio,2006,prata,particular,flex,Palhoça,0,0
MWH4H51,Honda,CG 160,moto,2005,laranja,particular,flex,Joinville,0,2
JJB8D03,Renault,Logan,passeio,2022,cinza,particular,flex,Joinville,0,2
YVE7I16,Jeep,Commander,SUV,2007,branco,aluguel,flex,Blumenau,0,2
DBH0F89,Suzuki,Intruder 250,moto,2015,preto,particular,flex,Palhoça,0,0
HYT7P01,Jeep,Renegade,SUV,2022,preto,particular,flex,Florianópolis,0,2
GRM5I42,Ford,Fusion,passeio,2020,laranja,particular,diesel,Itajaí,0,0
PCR7Z25,Honda,HR-V,SUV,2020,preto,particular,álcool,Itajaí,0,1
WAB6L47,Hyundai,HB20,passeio,2011,azul,particular,álcool,Jaraguá do Sul,0,2
BUB1C88,Ford,Ka,passeio,2024,verde,aluguel,flex,Canoinhas,0,3
VUD6H71,Hyundai,Tucson,SUV,2006,cinza,particular,gasolina,Lages,0,2
RQX0K50,Honda,Fit,passeio,2014,preto,particular,diesel,Tubarão,0,3
PHL7I73,Renault,Kwid,passeio,2019,cinza,particular,flex,Blumenau,0,0
QKD3J20,Fiat,Mobi,passeio,2025,cinza,particular,flex,Xanxerê,0,1
XNQ2Q56,Yamaha,Fazer 250,moto,2007,cinza,particular,flex,Joinville,0,3
UBZ0S30,Hyundai,Tucson,SUV,2018,branco,particular,diesel,Blumenau,1,1
SJJ9A75,Fiat,Argo,passeio,2023,prata,particular,flex,Chapecó,0,3
JEO8B95,Chevrolet,S10,caminhão,2017,preto,particular,diesel,São José,0,1
CLC6W90,Fiat,Argo,passeio,2019,cinza,particular,flex,Balneário Camboriú,0,1
ZMW7X99,Ford,EcoSport,SUV,2025,cinza,particular,flex,Joinville,0,2
JLF4X90,Ford,EcoSport,SUV,2018,prata,particular,flex,Caçador,0,2
QSU7T76,Ford,Fiesta,passeio,2025,branco,particular,flex,Criciúma,0,3
SFB8G14,Hyundai,Azera,passeio,2022,prata,particular,flex,Palhoça,0,1
FVU0V76,Honda,Civic,passeio,2020,branco,particular,flex,Criciúma,0,0
TRO6W78,Toyota,Yaris,passeio,2015,preto,particular,flex,Criciúma,0,3
NWV0H71,Jeep,Compass,passeio,2020,branco,aluguel,flex,Joinville,1,2
PCR2D33,Peugeot,308,passeio,2013,cinza,aluguel,flex,Chapecó,0,2
ZNF9K87,Hyundai,Creta,SUV,2018,cinza,aluguel,flex,Florianópolis,0,0
RAO5G40,Fiat,Strada,utilitário,2022,laranja,aluguel,flex,Concórdia,0,3
JWG7F27,Chevrolet,Spin,SUV,2009,cinza,particular,flex,Lages,0,1
YHA3C41,Honda,Civic,passeio,2017,preto,oficial,flex,Blumenau,1,12
WMP6M47,Hyundai,HB20,passeio,2023,preto,aluguel,gasolina,Florianópolis,1,2
XZP3T76,Toyota,Etios,passeio,2023,cinza,particular,flex,Palhoça,0,0
VZD5I01,Toyota,Hilux,utilitário,2020,amarelo,particular,flex,Jaraguá do Sul,0,0
YDE2I00,Hyundai,HB20,passeio,2022,prata,aluguel,flex,Itajaí,0,0
LDL0A25,Hyundai,HB20,passeio,2025,cinza,oficial,flex,Brusque,0,3
FYE1Z71,Yamaha,Factor 125,moto,2020,prata,particular,gasolina,Xanxerê,0,1
WSC6A20,Fiat,Mobi,passeio,2025,cinza,particular,flex,Blumenau,0,3
WZG6E10,Jeep,Renegade,SUV,2007,prata,aluguel,gasolina,Blumenau,0,1
HKQ3O26,Hyundai,Creta,SUV,2012,cinza,particular,diesel,Itajaí,0,2
UXF7O84,Ford,Fusion,passeio,2010,preto,particular,flex,Balneário Camboriú,1,6
WKG1K13,Fiat,Mobi,passeio,2021,branco,particular,flex,Lages,0,1
MAQ3D93,Hyundai,Tucson,SUV,2020,prata,particular,flex,Rio do Sul,0,1
OEL5O86,Peugeot,308,passeio,2006,prata,particular,flex,Rio do Sul,0,2
XEB6M17,Ford,Ka,passeio,2020,prata,particular,flex,Canoinhas,0,3
JYN8S91,Hyundai,Azera,passeio,2009,marrom,particular,flex,Criciúma,0,2
XTF8Z49,Honda,City,passeio,2011,preto,particular,diesel,Rio do Sul,0,0
NBR7B32,Ford,Fusion,passeio,2023,vermelho,particular,flex,Lages,0,3
VBV3H76,Jeep,Commander,SUV,2019,cinza,particular,flex,São José,0,0
FQU6I21,Jeep,Commander,SUV,2008,cinza,particular,flex,Blumenau,0,1
RVY6I99,Renault,Sandero,passeio,2021,prata,particular,flex,Lages,0,0
LRY9S66,Yamaha,Fazer 250,moto,2022,branco,particular,gasolina,Itajaí,0,1
WJY1I51,Suzuki,Yes 125,moto,2024,azul,particular,flex,Balneário Camboriú,1,3
BVZ6S58,Peugeot,208,passeio,2005,preto,particular,flex,Itajaí,0,3
HOV2G60,Fiat,Strada,utilitário,2021,branco,particular,flex,Criciúma,0,2
IRH6V08,Jeep,Renegade,SUV,2023,cinza,particular,flex,Blumenau,0,3
URX5F27,Fiat,Mobi,passeio,2023,prata,particular,flex,Joinville,0,1
KSB3N31,Hyundai,Creta,SUV,2020,prata,particular,flex,Criciúma,0,1
XUN5R59,Ford,EcoSport,SUV,2010,branco,particular,flex,Caçador,0,0
QMR1X22,Jeep,Renegade,SUV,2019,branco,particular,gasolina,Balneário Camboriú,0,3
LSU8X73,Yamaha,Fazer 250,moto,2024,vermelho,particular,flex,Balneário Camboriú,0,1
LHM7K48,Suzuki,Yes 125,moto,2013,preto,particular,gasolina,São José,0,3
XZG5I01,Toyota,Etios,passeio,2020,branco,particular,flex,Joinville,0,2
YOW5G89,Hyundai,Tucson,SUV,2021,amarelo,particular,flex,Jaraguá do Sul,0,2
DRV9W27,Peugeot,2008,SUV,2018,branco,aluguel,gasolina,Balneário Camboriú,0,0
EMH8H45,Toyota,SW4,SUV,2024,prata,aluguel,gasolina,Palhoça,0,1
FVW4Z65,Honda,HR-V,SUV,2022,branco,aluguel,gasolina,Joinville,0,3
JDP6W89,Suzuki,Intruder 250,moto,2019,preto,particular,flex,Blumenau,0,0
AYZ8W90,Peugeot,208,passeio,2024,preto,particular,diesel,Palhoça,0,2
DSS8O21,Honda,City,passeio,2008,cinza,aluguel,diesel,Florianópolis,0,3
PEQ5F14,Toyota,Corolla,passeio,2016,branco,particular,gasolina,Palhoça,0,0
EED7S73,Toyota,Hilux,utilitário,2019,cinza,aluguel,gasolina,São José,0,0
AKN1C01,Ford,EcoSport,SUV,2018,prata,particular,flex,Canoinhas,0,3
ANJ0P52,Ford,Ka,passeio,2024,marrom,aluguel,flex,Itajaí,0,0
RPE0P37,Fiat,Strada,utilitário,2017,prata,particular,flex,Blumenau,0,2
WVU7M78,Renault,Kwid,passeio,2022,prata,particular,flex,Concórdia,0,2
EJY4X16,Yamaha,Fazer 250,moto,2019,preto,particular,gasolina,Jaraguá do Sul,0,1
MND1U85,Yamaha,Factor 125,moto,2019,prata,particular,flex,Joinville,0,0
QTK4D61,Yamaha,Fazer 250,moto,2013,branco,particular,flex,Criciúma,0,2
FRX6B56,Peugeot,Partner,utilitário,2021,preto,particular,flex,Laguna,0,3
XED2F06,Volkswagen,T-Cross,SUV,2022,prata,particular,diesel,Chapecó,0,2
BUN3Y80,Peugeot,308,passeio,2012,preto,particular,flex,Tubarão,0,0
COY0H05,Jeep,Renegade,SUV,2016,azul,particular,diesel,Blumenau,0,0
TLQ5E59,Fiat,Uno,passeio,2021,preto,particular,flex,Tubarão,0,3
DEC4J88,Suzuki,Yes 125,moto,2020,preto,particular,gasolina,Joinville,1,17
UTX9K52,Renault,Logan,passeio,2021,amarelo,particular,flex,Joinville,1,2
JTY9E16,Peugeot,208,passeio,2008,branco,particular,flex,Laguna,0,0
HEL6Y43,Ford,Ka,passeio,2018,azul,aluguel,elétrico,Florianópolis,1,2
PMS2L70,Hyundai,Tucson,SUV,2016,branco,particular,flex,Itajaí,0,3
HTQ2O98,Hyundai,HB20,passeio,2005,preto,particular,flex,Florianópolis,0,3
DWK0X67,Toyota,Yaris,passeio,2017,laranja,particular,flex,Joinville,0,3
CRZ0I99,Toyota,Corolla,passeio,2024,branco,particular,flex,Itajaí,0,2
ZDE9V57,Renault,Kwid,passeio,2021,branco,particular,flex,Lages,0,0
TPK7F29,Peugeot,2008,SUV,2022,branco,particular,flex,Caçador,0,2
XNM5O47,Toyota,Hilux,utilitário,2025,cinza,aluguel,flex,Balneário Camboriú,0,3
XDG0R22,Toyota,Yaris,passeio,2009,prata,particular,flex,Balneário Camboriú,0,0
LCA4I43,Renault,Kwid,passeio,2023,prata,particular,flex,Criciúma,0,1
IKD3R46,Jeep,Compass,SUV,2005,branco,particular,gasolina,Balneário Camboriú,0,1
MLG2F49,Ford,Ranger,caminhão,2009,branco,particular,flex,São José,0,0
MNA1Q07,Honda,CG 160,moto,2021,azul,particular,gasolina,Blumenau,0,1
WKL5O76,Ford,Ranger,caminhão,2014,branco,particular,diesel,Balneário Camboriú,0,1
SLZ1L84,Jeep,Renegade,SUV,2022,branco,particular,diesel,Blumenau,0,1
QJX8J89,Jeep,Commander,SUV,2013,preto,particular,flex,São José,0,1
RUK1T49,Jeep,Compass,SUV,2015,laranja,particular,flex,Palhoça,0,3
RCS2T75,Honda,Fit,passeio,2023,laranja,particular,gasolina,Joinville,0,1
PHY5K96,Renault,Logan,passeio,2012,branco,aluguel,gasolina,Blumenau,0,0
NHY3V44,Fiat,Uno,passeio,2020,azul,particular,gasolina,Lages,0,1
BUZ1Z84,Ford,Ka,passeio,2024,prata,particular,flex,Joinville,0,1
TXJ5D28,Volkswagen,Gol,passeio,2020,marrom,particular,gasolina,Blumenau,0,1
GFT9U84,Fiat,Toro,utilitário,2022,prata,particular,flex,Balneário Camboriú,1,1
KTZ4T64,Peugeot,308,passeio,2012,amarelo,particular,flex,Palhoça,0,2
QUX5B82,Chevrolet,Spin,SUV,2025,cinza,aluguel,diesel,Lages,0,2
LLS8X01,Jeep,Renegade,SUV,2019,prata,particular,gasolina,São José,0,1
QOL6D56,Volkswagen,Voyage,passeio,2017,branco,aluguel,flex,Brusque,0,3
YKM0T14,Hyundai,HB20,passeio,2007,vermelho,aluguel,gasolina,Blumenau,0,0
JST4Y54,Suzuki,Yes 125,moto,2014,vermelho,particular,flex,Itajaí,0,1
FFZ2U05,Toyota,Corolla,passeio,2006,prata,aluguel,diesel,Concórdia,0,2
RKY4G52,Hyundai,Azera,passeio,2018,preto,particular,flex,Lages,0,1
URL9Q90,Toyota,SW4,SUV,2022,prata,particular,flex,Lages,0,3
SWJ0A03,Ford,Ranger,caminhão,2024,preto,particular,diesel,Balneário Camboriú,1,6
CTH5W76,Yamaha,Factor 125,moto,2018,prata,aluguel,gasolina,Canoinhas,0,0
AIJ8P93,Honda,City,passeio,2018,cinza,particular,flex,Itajaí,0,2
TVV5I09,Chevrolet,S10,caminhão,2021,cinza,particular,diesel,Chapecó,0,2
TAS6K61,Suzuki,Intruder 250,moto,2024,branco,particular,flex,Palhoça,0,0
RFM2V41,Yamaha,Factor 125,moto,2024,cinza,particular,flex,Florianópolis,0,0
BBW5F85,Suzuki,Intruder 250,moto,2011,marrom,particular,flex,Lages,0,3
DRK9Z05,Peugeot,2008,SUV,2024,preto,particular,flex,Lages,0,1
OQK5V37,Chevrolet,Tracker,SUV,2018,cinza,particular,flex,Balneário Camboriú,0,3
XHC7O48,Chevrolet,Tracker,SUV,2022,preto,particular,diesel,Chapecó,0,1
XHM5Q49,Peugeot,308,moto,2009,branco,particular,gasolina,São José,1,1
FED1A85,Chevrolet,Tracker,SUV,2016,preto,particular,flex,Itajaí,0,2
APE2S18,Fiat,Mobi,passeio,2008,prata,particular,flex,Balneário Camboriú,1,3
JEC3U03,Honda,HR-V,SUV,2012,preto,particular,diesel,Rio do Sul,0,0
WTH6A03,Ford,EcoSport,SUV,2007,laranja,particular,álcool,Concórdia,0,2
RXU3V92,Chevrolet,Prisma,passeio,2025,preto,particular,flex,Florianópolis,0,2
GMM3G87,Yamaha,Factor 125,moto,2021,cinza,particular,gasolina,Brusque,1,6
MNQ9Y64,Honda,Civic,passeio,2020,prata,aluguel,flex,Brusque,0,2
INH7Y83,Honda,City,passeio,2022,prata,particular,flex,Chapecó,0,3
SBD7C65,Jeep,Renegade,SUV,2019,preto,aluguel,flex,Joinville,0,3
EPQ3J34,Yamaha,Fazer 250,moto,2018,cinza,particular,flex,Florianópolis,0,3
NOR1W32,Peugeot,2008,SUV,2023,preto,aluguel,flex,Criciúma,0,2
DBY7D91,Peugeot,208,passeio,2021,cinza,particular,gasolina,Balneário Camboriú,0,1
ESS1P61,Renault,Sandero,passeio,2023,laranja,particular,flex,Joinville,0,1
ZGF3W00,Yamaha,XTZ 150,moto,2017,branco,particular,gasolina,Florianópolis,1,15
QNG9V18,Peugeot,2008,SUV,2021,verde,particular,flex,Criciúma,0,2
DXO3R67,Fiat,Mobi,passeio,2021,branco,particular,flex,Itajaí,0,2
CLZ5I07,Hyundai,Creta,SUV,2010,preto,particular,diesel,Chapecó,0,3
DMZ0D83,Hyundai,HB20,passeio,2010,prata,particular,flex,Palhoça,1,0
HFG7K24,Renault,Logan,passeio,2009,azul,particular,diesel,Laguna,0,0
BJQ8V06,Jeep,Compass,SUV,2019,amarelo,particular,flex,Criciúma,0,0
GFF8D79,Suzuki,Yes 125,moto,2024,preto,particular,flex,Tubarão,0,2
ZMU8S43,Toyota,Hilux,utilitário,2019,vermelho,particular,flex,São José,0,0
EJU4T11,Ford,Fiesta,passeio,2018,verde,particular,flex,Criciúma,1,0
LZO6Q57,Toyota,Yaris,passeio,2020,laranja,particular,gasolina,Tubarão,0,3
ZWW9X01,Toyota,Hilux,utilitário,2024,prata,particular,flex,Rio do Sul,0,1
UHI2T93,Hyundai,Creta,SUV,2025,cinza,particular,flex,Laguna,0,2
RBQ6N42,Honda,Fit,passeio,2019,branco,particular,diesel,São José,0,1
HVY7I90,Hyundai,Azera,passeio,2023,preto,particular,diesel,Concórdia,0,1
UQE2F09,Toyota,Corolla,passeio,2012,prata,particular,flex,Criciúma,0,3
DCJ0I01,Renault,Logan,passeio,2005,cinza,particular,flex,Blumenau,0,0
JOL2F84,Hyundai,Azera,passeio,2016,cinza,particular,gasolina,Blumenau,1,17
ZNP0H34,Fiat,Mobi,passeio,2010,preto,particular,flex,Blumenau,0,3
UVM2J50,Yamaha,Fazer 250,moto,2007,prata,aluguel,gasolina,Joinville,0,1
ELR8C91,Peugeot,208,passeio,2018,prata,particular,flex,Lages,0,2
LMA7G40,Jeep,Commander,SUV,2014,laranja,particular,flex,Araranguá,1,10
VJH1Q47,Ford,Fusion,passeio,2023,prata,particular,flex,Brusque,0,2
QLJ4V61,Ford,Ranger,caminhão,2018,prata,particular,diesel,Lages,0,1
OCY8S21,Fiat,Strada,utilitário,2024,branco,aluguel,flex,Lages,0,3
RFB1F04,Honda,Civic,passeio,2020,preto,particular,flex,São José,0,1
FQD3S82,Toyota,Etios,passeio,2020,amarelo,particular,flex,Palhoça,0,0
QKM4D97,Yamaha,XTZ 150,moto,2007,amarelo,particular,gasolina,Florianópolis,0,1
AHA1Y33,Peugeot,Partner,utilitário,2025,branco,particular,flex,Concórdia,1,19
BQT8C59,Yamaha,Fazer 250,moto,2008,amarelo,particular,flex,Itajaí,0,0
QBL7L39,Toyota,Etios,passeio,2025,cinza,particular,flex,Florianópolis,0,3
GJF5K33,Ford,Ranger,caminhão,2023,preto,particular,diesel,Itajaí,0,1
KCR7X01,Suzuki,Yes 125,moto,2022,verde,particular,flex,Joinville,0,0
DDX2T25,Peugeot,Partner,utilitário,2023,branco,particular,flex,Palhoça,0,3
AMJ0D84,Toyota,Yaris,passeio,2023,preto,particular,flex,Florianópolis,0,1
KCY8M36,Jeep,Compass,SUV,2021,branco,particular,gasolina,Palhoça,0,1
AFN7E03,Volkswagen,T-Cross,SUV,2014,azul,particular,flex,Blumenau,0,3
SFK8T27,Suzuki,Yes 125,moto,2019,verde,particular,flex,Itajaí,0,3
GTC4Z63,Hyundai,Creta,SUV,2022,branco,particular,flex,Balneário Camboriú,0,1
RKO3F18,Yamaha,XTZ 150,moto,2019,preto,particular,flex,Blumenau,0,0
WKU1L51,Volkswagen,Virtus,passeio,2021,preto,particular,flex,Blumenau,0,1
VKA7T14,Jeep,Commander,SUV,2008,preto,particular,flex,Itajaí,0,2
KEG4S55,Ford,EcoSport,SUV,2025,preto,particular,flex,Florianópolis,0,0
XQP7E26,Yamaha,XTZ 150,moto,2019,verde,particular,flex,Florianópolis,0,3
OUA4R06,Hyundai,HB20,passeio,2016,branco,aluguel,flex,Xanxerê,0,2
PCH1Z64,Honda,City,passeio,2023,preto,particular,flex,São José,0,3
WFG6L78,Hyundai,Creta,SUV,2020,cinza,particular,flex,Itajaí,0,0
HIL6G42,Toyota,SW4,SUV,2010,branco,particular,flex,Brusque,0,3
CYC7U89,Fiat,Mobi,passeio,2022,branco,particular,flex,Joinville,0,0
GLK0X97,Peugeot,2008,SUV,2020,cinza,particular,flex,Balneário Camboriú,0,1
QBT9K63,Hyundai,Azera,passeio,2013,prata,particular,gasolina,Itajaí,0,0
YHD7F20,Volkswagen,Polo,passeio,2017,marrom,particular,flex,São José,0,1
SHV5W94,Jeep,Compass,SUV,2008,prata,particular,flex,Balneário Camboriú,0,3
HAG3D25,Jeep,Compass,SUV,2022,preto,particular,flex,Brusque,0,1
UOG2M47,Volkswagen,Virtus,passeio,2022,prata,particular,álcool,Joinville,0,1
DBR8F34,Jeep,Renegade,SUV,2020,laranja,particular,gasolina,Tubarão,0,2
RNE4Q23,Ford,Fiesta,passeio,2024,prata,particular,flex,Blumenau,0,1
NHE9C08,Honda,Biz,moto,2024,prata,particular,gasolina,São José,0,2
VWN4X08,Yamaha,Fazer 250,moto,2005,preto,particular,gasolina,Tubarão,0,2
LML3B64,Volkswagen,Voyage,passeio,2025,branco,particular,flex,Blumenau,1,2
QOE0F67,Yamaha,Fazer 250,moto,2025,vermelho,aluguel,gasolina,Florianópolis,0,3
EMW0T42,Chevrolet,Prisma,passeio,2005,branco,particular,flex,Brusque,1,5
OUE8S93,Jeep,Renegade,SUV,2024,branco,particular,flex,Xanxerê,0,3
NVW7G66,Honda,City,passeio,2019,prata,particular,flex,Itajaí,1,7
MMH1X37,Honda,Biz,moto,2022,cinza,particular,flex,Itajaí,0,2
BPY3A99,Toyota,SW4,SUV,2018,cinza,particular,flex,Chapecó,0,0
DGB0A51,Fiat,Toro,utilitário,2019,branco,particular,flex,Blumenau,0,2
TZI2L55,Chevrolet,Prisma,passeio,2024,cinza,particular,flex,Brusque,0,3
BAM1K25,Toyota,Corolla,passeio,2007,cinza,aluguel,flex,Caçador,0,2
MBM1X34,Chevrolet,Onix,passeio,2021,prata,particular,flex,Joinville,0,3
BHR3L84,Suzuki,Yes 125,moto,2025,branco,particular,gasolina,Itajaí,0,0
FPS7J11,Suzuki,Intruder 250,moto,2025,prata,particular,gasolina,Caçador,0,3
TYG8B77,Honda,Civic,passeio,2023,preto,particular,flex,Blumenau,0,3
FXU3Q42,Volkswagen,Polo,passeio,2019,amarelo,particular,diesel,Joinville,0,2
FKB7V92,Honda,Civic,passeio,2005,preto,particular,gasolina,Itajaí,1,20
MAG8M51,Honda,CG 160,moto,2018,vermelho,particular,flex,Lages,0,3
PFT8U29,Suzuki,Yes 125,moto,2007,preto,particular,flex,Florianópolis,0,0
KKX9M73,Volkswagen,Gol,passeio,2018,prata,particular,flex,São José,0,2
NWW3J53,Jeep,Commander,SUV,2024,cinza,particular,flex,Joinville,0,3
SHX7V49,Jeep,Compass,SUV,2025,prata,particular,flex,Blumenau,1,2
LTZ0J13,Renault,Logan,passeio,2005,amarelo,particular,gasolina,Joinville,0,0
WVH0B02,Peugeot,308,passeio,2017,preto,particular,flex,Palhoça,0,2
GVM6U15,Hyundai,Azera,passeio,2021,amarelo,particular,flex,Chapecó,0,3
QRQ2E19,Chevrolet,Onix,passeio,2023,amarelo,aluguel,flex,Caçador,0,3
WTL0V13,Hyundai,HB20,passeio,2014,branco,particular,flex,Chapecó,0,0
OGU5V67,Fiat,Argo,passeio,2018,branco,particular,flex,Blumenau,0,1
BDD7D44,Ford,Ranger,caminhão,2022,branco,particular,diesel,Florianópolis,0,2
WIN4O33,Toyota,SW4,SUV,2015,preto,particular,flex,Palhoça,0,0
YOK2H58,Fiat,Mobi,passeio,2018,marrom,particular,gasolina,Joinville,0,0
DOJ4Y08,Ford,Fiesta,passeio,2020,branco,particular,gasolina,Lages,0,2
EUJ6F40,Chevrolet,S10,caminhão,2018,prata,particular,diesel,Palhoça,0,0
NND7P16,Toyota,Etios,passeio,2015,branco,particular,flex,Joinville,0,2
QZK3U98,Hyundai,HB20,passeio,2021,prata,particular,flex,Palhoça,0,3
RRY4M70,Renault,Logan,passeio,2010,preto,particular,gasolina,Balneário Camboriú,0,3
QON9U97,Suzuki,Intruder 250,moto,2022,preto,particular,flex,Itajaí,0,2
